Date,Close
4/15/2019 16:00:00,1844.87
4/16/2019 16:00:00,1863.04
4/17/2019 16:00:00,1864.82
4/18/2019 16:00:00,1861.69
4/22/2019 16:00:00,1887.31
4/23/2019 16:00:00,1923.77
4/24/2019 16:00:00,1901.75
4/25/2019 16:00:00,1902.25
4/26/2019 16:00:00,1950.63
4/29/2019 16:00:00,1938.43
4/30/2019 16:00:00,1926.52
5/1/2019 16:00:00,1911.52
5/2/2019 16:00:00,1900.82
5/3/2019 16:00:00,1962.46
5/6/2019 16:00:00,1950.55
5/7/2019 16:00:00,1921
5/8/2019 16:00:00,1917.77
5/9/2019 16:00:00,1899.87
5/10/2019 16:00:00,1889.98
5/13/2019 16:00:00,1822.68
5/14/2019 16:00:00,1840.12
5/15/2019 16:00:00,1871.15
5/16/2019 16:00:00,1907.57
5/17/2019 16:00:00,1869
5/20/2019 16:00:00,1858.97
5/21/2019 16:00:00,1857.52
5/22/2019 16:00:00,1859.68
5/23/2019 16:00:00,1815.48
5/24/2019 16:00:00,1823.28
5/28/2019 16:00:00,1836.43
5/29/2019 16:00:00,1819.19
5/30/2019 16:00:00,1816.32
5/31/2019 16:00:00,1775.07
6/3/2019 16:00:00,1692.69
6/4/2019 16:00:00,1729.56
6/5/2019 16:00:00,1738.5
6/6/2019 16:00:00,1754.36
6/7/2019 16:00:00,1804.03
6/10/2019 16:00:00,1860.63
6/11/2019 16:00:00,1863.7
6/12/2019 16:00:00,1855.32
6/13/2019 16:00:00,1870.3
6/14/2019 16:00:00,1869.67
6/17/2019 16:00:00,1886.03
6/18/2019 16:00:00,1901.37
6/19/2019 16:00:00,1908.79
6/20/2019 16:00:00,1918.19
6/21/2019 16:00:00,1911.3
6/24/2019 16:00:00,1913.9
6/25/2019 16:00:00,1878.27
6/26/2019 16:00:00,1897.83
6/27/2019 16:00:00,1904.28
6/28/2019 16:00:00,1893.63
7/1/2019 16:00:00,1922.19
7/2/2019 16:00:00,1934.31
7/3/2019 13:00:00,1939
7/5/2019 16:00:00,1942.91
7/8/2019 16:00:00,1952.32
7/9/2019 16:00:00,1988.3
7/10/2019 16:00:00,2017.41
7/11/2019 16:00:00,2001.07
7/12/2019 16:00:00,2011
7/15/2019 16:00:00,2020.99
7/16/2019 16:00:00,2009.9
7/17/2019 16:00:00,1992.03
7/18/2019 16:00:00,1977.9
7/19/2019 16:00:00,1964.52
7/22/2019 16:00:00,1985.63
7/23/2019 16:00:00,1994.49
7/24/2019 16:00:00,2000.81
7/25/2019 16:00:00,1973.82
7/26/2019 16:00:00,1943.05
7/29/2019 16:00:00,1912.45
7/30/2019 16:00:00,1898.53
7/31/2019 16:00:00,1866.78
8/1/2019 16:00:00,1855.32
8/2/2019 16:00:00,1823.24
8/5/2019 16:00:00,1765.13
8/6/2019 16:00:00,1787.83
8/7/2019 16:00:00,1793.4
8/8/2019 16:00:00,1832.89
8/9/2019 16:00:00,1807.58
8/12/2019 16:00:00,1784.92
8/13/2019 16:00:00,1824.34
8/14/2019 16:00:00,1762.96
8/15/2019 16:00:00,1776.12
8/16/2019 16:00:00,1792.57
8/19/2019 16:00:00,1816.12
8/20/2019 16:00:00,1801.38
8/21/2019 16:00:00,1823.54
8/22/2019 16:00:00,1805.6
8/23/2019 16:00:00,1749.62
8/26/2019 16:00:00,1768.87
8/27/2019 16:00:00,1761.83
8/28/2019 16:00:00,1764.25
8/29/2019 16:00:00,1786.4
8/30/2019 16:00:00,1776.29
9/3/2019 16:00:00,1789.84
9/4/2019 16:00:00,1800.62
9/5/2019 16:00:00,1840.72
9/6/2019 16:00:00,1833.51
9/9/2019 16:00:00,1831.35
9/10/2019 16:00:00,1820.55
9/11/2019 16:00:00,1822.99
9/12/2019 16:00:00,1843.55
9/13/2019 16:00:00,1839.34
9/16/2019 16:00:00,1807.84
9/17/2019 16:00:00,1822.55
9/18/2019 16:00:00,1817.46
9/19/2019 16:00:00,1821.5
9/20/2019 16:00:00,1794.16
9/23/2019 16:00:00,1785.3
9/24/2019 16:00:00,1741.61
9/25/2019 16:00:00,1768.33
9/26/2019 16:00:00,1739.84
9/27/2019 16:00:00,1725.45
9/30/2019 16:00:00,1735.91
10/1/2019 16:00:00,1735.65
10/2/2019 16:00:00,1713.23
10/3/2019 16:00:00,1724.42
10/4/2019 16:00:00,1739.65
10/7/2019 16:00:00,1732.66
10/8/2019 16:00:00,1705.51
10/9/2019 16:00:00,1721.99
10/10/2019 16:00:00,1720.26
10/11/2019 16:00:00,1731.92
10/14/2019 16:00:00,1736.43
10/15/2019 16:00:00,1767.38
10/16/2019 16:00:00,1777.43
10/17/2019 16:00:00,1787.48
10/18/2019 16:00:00,1757.51
10/21/2019 16:00:00,1785.66
10/22/2019 16:00:00,1765.73
10/23/2019 16:00:00,1762.17
10/24/2019 16:00:00,1780.78
10/25/2019 16:00:00,1761.33
10/28/2019 16:00:00,1777.08
10/29/2019 16:00:00,1762.71
10/30/2019 16:00:00,1779.99
10/31/2019 16:00:00,1776.66
11/1/2019 16:00:00,1791.44
11/4/2019 16:00:00,1804.66
11/5/2019 16:00:00,1801.71
11/6/2019 16:00:00,1795.77
11/7/2019 16:00:00,1788.2
11/8/2019 16:00:00,1785.88
11/11/2019 16:00:00,1771.65
11/12/2019 16:00:00,1778
11/13/2019 16:00:00,1753.11
11/14/2019 16:00:00,1754.6
11/15/2019 16:00:00,1739.49
11/18/2019 16:00:00,1752.53
11/19/2019 16:00:00,1752.79
11/20/2019 16:00:00,1745.53
11/21/2019 16:00:00,1734.71
11/22/2019 16:00:00,1745.72
11/25/2019 16:00:00,1773.84
11/26/2019 16:00:00,1796.94
11/27/2019 16:00:00,1818.51
11/29/2019 13:00:00,1800.8
12/2/2019 16:00:00,1781.6
12/3/2019 16:00:00,1769.96
12/4/2019 16:00:00,1760.69
12/5/2019 16:00:00,1740.48
12/6/2019 16:00:00,1751.6
12/9/2019 16:00:00,1749.51
12/10/2019 16:00:00,1739.21
12/11/2019 16:00:00,1748.72
12/12/2019 16:00:00,1760.33
12/13/2019 16:00:00,1760.94
12/16/2019 16:00:00,1769.21
12/17/2019 16:00:00,1790.66
12/18/2019 16:00:00,1784.03
12/19/2019 16:00:00,1792.28
12/20/2019 16:00:00,1786.5
12/23/2019 16:00:00,1793
12/24/2019 13:00:00,1789.21
12/26/2019 16:00:00,1868.77
12/27/2019 16:00:00,1869.8
12/30/2019 16:00:00,1846.89
